,Unnamed: 0,City_x,Reviewer_x,In/Outside,Spot_Character,SpotName,Entrance_Fee_YesorNo,Entrance_Fee,Entrance Fee(USD),City_y,SpotRating,TotalRatings,Reviewer_y,ReviewRating,ReviewTime,ReviewText,sentiment,confidence_score,confidence_level,key_words,reasoning,index,Country,City_name,Area(square km),Population(thousands),average_lunch,average_dinner,avg_lunch_USD,avg_supper_USD,standard_transit_fee,st_tr_fair_USD,time_from_Airport_to_Downtown,fare_from_A_to_D,A_to_D_USD
450,91,Chiangmai,5,Outside,Photo Spot,Mae Kha Canal,X,0.0,0.0,Chiangmai,4.3,4698,Irene Susianto,4,3 weeks ago,"This is basically a tourist place with a few stalls selling food, arts and crafts.
The view was quite beautiful because of the lights on the bridges. The ambience was nice, but sometimes it's crowded with groups of tourists. Come earlier to avoid too many tourists.",neutral,0.75,high,"tourist place, view, lights, bridges, crowded","리뷰는 음식, 예술품 등을 파는 관광지라고 설명하며, 다리의 조명 때문에 경치가 아름답다고 언급합니다. 분위기가 좋지만 관광객이 많아 혼잡할 수 있다는 정보를 제공하고 있습니다. 긍정적인 요소(경치)와 부정적인 요소(혼잡)가 혼재되어 있지만, 감정적인 표현보다는 정보 전달에 초점을 맞추고 있어 중립적인 리뷰로 판단됩니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
451,91,Chiangmai,5,Outside,Photo Spot,Mae Kha Canal,X,0.0,0.0,Chiangmai,4.3,4698,Myo Thura,3,a month ago,"Mae Kha Canal ? A Charming Hidden Gem in Chiang Mai

Mae Kha Canal is a must-visit spot for those exploring Chiang Mai. Though small in size, it offers a picturesque setting that’s perfect for photo shoots and vlogs. The canal is lined with local vendors selling beautiful handmade crafts, Thai street food, and even Chiang Mai’s own craft beer. One of its most delightful surprises? The many friendly cats that lounge around the area, adding a cozy, local charm to your visit.",positive,0.95,very_high,"charming, hidden gem, picturesque, friendly cats, local charm","리뷰는 Mae Kha Canal을 'charming hidden gem'이라고 칭하며, 사진 촬영에 완벽한 'picturesque'한 환경을 제공한다고 설명합니다. 또한 친절한 고양이들과 현지 공예품, 길거리 음식, 수제 맥주를 판매하는 상인들을 언급하며 긍정적인 경험을 강조하고 있습니다. 'must-visit'라는 표현 또한 강한 추천 의사를 나타냅니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
452,91,Chiangmai,5,Outside,Photo Spot,Mae Kha Canal,X,0.0,0.0,Chiangmai,4.3,4698,maya Jackson,5,3 months ago,"Walking along this canal was the perfect pastime to work up an appetite between meals. It was lovely and peaceful. There were some venders setting up when we arrived (early evening) and it seems like it’s pretty lively at night! When we went though, it was very calm. We saw lots of cats which is a green flag to me! I’d definitely recommend walking around here (especially in the evening).",positive,0.95,very_high,"lovely, peaceful, recommend, cats, calm","리뷰는 운하를 걷는 경험에 대해 'lovely', 'peaceful', 'calm'과 같은 긍정적인 단어를 사용하여 만족감을 표현하고 있으며, 고양이를 보는 것을 긍정적으로 평가하고, 방문을 추천하는 것으로 보아 긍정적인 감정을 나타낸다고 판단됩니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
453,91,Chiangmai,5,Outside,Photo Spot,Mae Kha Canal,X,0.0,0.0,Chiangmai,4.3,4698,Shailja Mishra,5,2 weeks ago,"Mae Kha Canal is a delightful surprise in Chiang Mai! a beautifully revitalized area with charming Japanese-inspired bridges, quaint shops, and cozy caf?s lining the canal. The atmosphere is peaceful and perfect for a leisurely stroll, especially in the evening when the lights reflect off the water. A wonderful blend of history and modern charm?definitely worth a visit!",positive,0.95,very_high,"delightful, beautifully revitalized, charming, peaceful, worth a visit","리뷰는 Mae Kha Canal에 대해 'delightful surprise', 'beautifully revitalized', 'charming' 등 긍정적인 단어를 사용하여 만족감을 표현하고 있으며, 방문을 적극적으로 추천하고 있습니다. 'peaceful atmosphere'와 'worth a visit' 또한 긍정적인 감정을 나타냅니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
454,91,Chiangmai,5,Outside,Photo Spot,Mae Kha Canal,X,0.0,0.0,Chiangmai,4.3,4698,James,3,a month ago,"A nice atmosphere to take a stroll along the canal. We stopped at a few different food and drink stalls and all were pretty standard for chiang mai.

A few different stalls we didn't see at the night market.

Defiantly worth a visit.",positive,0.85,high,"nice atmosphere, stroll, worth a visit, food, drink","리뷰에서 'nice atmosphere', 'worth a visit'과 같은 긍정적인 표현을 사용하고 있으며, 전반적으로 방문에 대한 만족감을 드러내고 있습니다. 음식과 음료에 대한 언급이 있지만, 'pretty standard'라는 표현은 긍정적인 경험에 크게 영향을 미치지 않는다고 판단했습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
455,92,Chiangmai,5,Outside,Mountain,Wang Bua Ban Pha Ngoep,X,0.0,0.0,Chiangmai,4.4,637,Toby Christopher,5,2 months ago,Love a good waterfall definitely a trek to get to but well worth it just see for yourself. Plus the local thai kids were fun and friendly,positive,0.95,very_high,"Love, waterfall, worth it, fun, friendly","리뷰에서 'Love', 'worth it', 'fun', 'friendly'와 같은 긍정적인 단어들이 사용되었고, 폭포에 대한 만족감을 표현하고 있어 긍정적인 리뷰로 판단됩니다. 접근이 어렵지만 그만한 가치가 있다는 점을 강조하며 추천하는 뉘앙스를 풍깁니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
456,92,Chiangmai,5,Outside,Mountain,Wang Bua Ban Pha Ngoep,X,0.0,0.0,Chiangmai,4.4,637,Min Khant Hmu,4,a month ago,A nice place to chill in the fall water in hot summer evenings by just a few minute drive from the city.,positive,0.85,high,"nice place, chill, hot summer, evenings, minute drive","리뷰에서 'nice place', 'chill'과 같이 긍정적인 표현을 사용하고 있으며, 더운 여름 저녁에 짧은 시간 이동으로 갈 수 있다는 점을 강조하여 만족감을 드러내고 있습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
457,92,Chiangmai,5,Outside,Mountain,Wang Bua Ban Pha Ngoep,X,0.0,0.0,Chiangmai,4.4,637,Kevin Voon,5,3 months ago,very scenic spot and easy to get here if you have a motorbike…. watching sunset or local people to enjoy the waterfall is something very therapeutic too,positive,0.95,very_high,"scenic, easy, motorbike, sunset, therapeutic","리뷰에서 'very scenic spot', 'easy to get here', 'enjoy the waterfall', 'very therapeutic'와 같은 긍정적인 표현을 사용하여 장소에 대한 만족감과 추천 의사를 강하게 나타내고 있습니다. 'therapeutic'이라는 단어는 치유적인 경험을 언급하며, 이는 긍정적인 감정을 더욱 강조합니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
458,92,Chiangmai,5,Outside,Mountain,Wang Bua Ban Pha Ngoep,X,0.0,0.0,Chiangmai,4.4,637,Zane Ma,5,2 years ago,"Nice place!
This is a nice place for a rest and be close to the nature.
The water fall is good, and the stream is also pretty lovely. You can hike around those huge rocks and it will be a very fun experience if you try to climb those rocks. It’s a little dangerous, but very fun INDEED.
Huge recommended to this place.
Also really nice view to the city.",positive,0.95,very_high,"nice place, water fall, fun, recommended, nice view","리뷰에서 'nice', 'good', 'lovely', 'fun', 'recommended'와 같이 긍정적인 어휘가 반복적으로 사용되었으며, 자연 속에서 휴식을 취하고 폭포와 개울을 즐기는 경험에 대한 만족감을 표현하고 있습니다. 또한, 도시 전망에 대한 긍정적인 언급과 추천 의사를 밝히고 있어 전반적으로 긍정적인 리뷰로 판단됩니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
459,92,Chiangmai,5,Outside,Mountain,Wang Bua Ban Pha Ngoep,X,0.0,0.0,Chiangmai,4.4,637,Morten Lovechild,4,a month ago,Lovely place. Easy access. Come early.,positive,0.85,high,"lovely, easy access","리뷰에서 'Lovely'라는 단어를 사용하여 장소에 대한 긍정적인 감정을 표현하고 있으며, 'Easy access'라는 표현으로 접근성에 대한 만족감을 나타내고 있습니다. 'Come early'는 정보 제공이지만 전반적인 어조가 긍정적입니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
460,93,Chiangmai,5,Outside,Heritage,Wat Lok Moli,X,0.0,0.0,Chiangmai,4.7,6662,Clare Hawke,5,3 months ago,"What a wonderful experience being close to these beautiful creatures. The sanctuary look after and care very much for the elephants ,and they have plenty of space to roam freely. The meal included was very tasty and the staff very efficient. The rafting and waterfall experience at the end was fantastic.  Such fun ,be prepared to get wet !!
This trip has been the highlight of our holiday so far ,thoroughly recommend",positive,0.98,very_high,"wonderful experience, beautiful creatures, tasty, fantastic, recommend","리뷰에서 'wonderful', 'beautiful', 'tasty', 'fantastic', 'recommend' 등 긍정적인 단어들이 많이 사용되었고, 코끼리와의 교감, 식사, 래프팅 등 전반적인 경험에 대한 만족감을 표현하고 있습니다. 'highlight of our holiday'라는 표현은 매우 긍정적인 감정을 나타냅니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
461,93,Chiangmai,5,Outside,Heritage,Wat Lok Moli,X,0.0,0.0,Chiangmai,4.7,6662,Ibsen Gonzalez Krotzsch (IbsenGK),4,a month ago,"Absolutely stunning temple in the heart of Chiang Mai!
We visited Wat Lok Moli during the lantern festival and the colors, the vibe, and the peaceful energy were unforgettable. The hanging lanterns made it feel like we were in a movie scene.
The temple itself is beautiful and not overly crowded like other spots. Great place to take photos and soak in the culture.
Bonus: It’s walking distance from many cafes and other landmarks.
Highly recommend stopping by?especially if you love color, calm, and cool hats!",positive,0.95,very_high,"stunning, unforgettable, beautiful, peaceful, highly recommend","리뷰에서 'stunning', 'unforgettable', 'beautiful', 'peaceful'과 같은 긍정적인 단어를 사용하여 사원에 대한 만족감을 강하게 표현하고 있으며, 'highly recommend'를 통해 추천 의사를 밝히고 있습니다. 전반적으로 사원의 경험에 대한 긍정적인 감정을 나타내므로 positive로 분류했습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
462,93,Chiangmai,5,Outside,Heritage,Wat Lok Moli,X,0.0,0.0,Chiangmai,4.7,6662,Kit Phanvijhitsiri,5,a month ago,One of my favorite temples in Chiangmai to absorb the Buddhist holiness and calmness. It was so peaceful when I visited last time with very few people walking around. I guess it was the day before Songkran ceremony so most Buddhist would pay a visit the following days. Hope to get back and pay my highest respect to the Buddha statues there again.,positive,0.95,very_high,"favorite, holiness, calmness, peaceful, respect",리뷰 작성자는 사원을 '가장 좋아하는 곳 중 하나'라고 표현하며 불교적인 신성함과 평온함을 느꼈다고 언급합니다. 또한 평화로운 경험과 불상에 대한 존경을 표현하며 긍정적인 감정을 드러내고 있습니다.,,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
463,93,Chiangmai,5,Outside,Heritage,Wat Lok Moli,X,0.0,0.0,Chiangmai,4.7,6662,MEHULRAJ NADAR,5,3 weeks ago,"Wat Lok Moli is one of Chiang Mai’s most historically rich and visually striking temples, yet it remains refreshingly peaceful compared to the bustling temples inside the Old City. Located just north of the moat, this 14th-century temple boasts a massive, ancient chedi in classic Lanna style, adorned with intricate elephant carvings and weathered stucco details that whisper stories of the past.

The temple’s serene atmosphere is its greatest charm?you can wander the grounds almost alone, admiring the towering chedi, golden Buddha images, and rustic wooden viharn (prayer hall) without the crowds. The giant bodhi tree shading the courtyard adds to the sense of timeless tranquility.

History buffs will love that Wat Lok Moli was once the royal temple of the Mengrai dynasty, and its architecture reflects Chiang Mai’s golden age. The mix of crumbling ancient relics and well-maintained newer structures creates a fascinating contrast.

For a crowd-free, photogenic, and spiritually uplifting temple experience, Wat Lok Moli is a 5-star must-visit. Its off-the-radar location means you can soak in the beauty and history at your own pace.

Tip: Visit in the late afternoon when the sun lights up the chedi’s elephant carvings. Donations are welcome for upkeep. ?????

Bonus: Combine with a visit to nearby Wat Umong Maha Thera Chan for another hidden-gem temple!",positive,0.95,very_high,"peaceful, striking, serene atmosphere, 5-star, must-visit","리뷰는 Wat Lok Moli 사원에 대해 역사적 중요성, 시각적 매력, 평화로운 분위기를 강조하며 매우 긍정적인 평가를 내리고 있습니다. 'refreshingly peaceful', 'serene atmosphere', 'photogenic', 'spiritually uplifting', '5-star must-visit' 와 같은 표현은 긍정적인 감정을 명확하게 드러냅니다. 북적거리는 다른 사원들과 비교하여 한적하고 아름다움을 느낄 수 있다는 점을 강조하며 방문을 강력히 추천하고 있습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
464,93,Chiangmai,5,Outside,Heritage,Wat Lok Moli,X,0.0,0.0,Chiangmai,4.7,6662,Gargi Joshi,5,a month ago,"I really liked this temple, we visited in morning, many people praying, it is very uniquely designed black and white asthetics, there was a unique mechism to pour water over budhha in the top. it is unique temple to visit if you are in Chiang mai",positive,0.95,very_high,"unique, temple, liked, Chiang Mai, praying","리뷰 작성자가 'I really liked this temple'이라고 명시적으로 만족감을 표현하고 있으며, 'unique', 'uniquely designed' 등의 단어를 사용하여 사원에 대한 긍정적인 감정을 나타내고 있습니다. 또한 방문을 추천하는 뉘앙스를 풍기고 있어 긍정적인 리뷰로 판단됩니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
465,94,Chiangmai,5,Outside,Heritage,Watchediluang Varaviharn,O,40.0,1.24,Chiangmai,4.7,15024,Cindy sarinya,5,a month ago,"Temple with a majestic and towering chedi that stands as a symbol of Chiang Mai’s rich history.
Wat Chedi Luang is one of the most significant and historic temples in northern Thailand. Originally built in the 14th century, the massive chedi once housed the revered Emerald Buddha. Though partially damaged by an earthquake in the 16th century, its beauty and spiritual presence remain deeply impressive.
Visitors come here to pay their respects, admire the ancient Lanna architecture, and take in the serene and sacred atmosphere. Don’t miss the beautiful naga staircases and the row of Buddha statues at the base of the chedi ? they’re perfect for both quiet reflection and stunning photos",positive,0.95,very_high,"majestic, impressive, beauty, serene, sacred","리뷰는 'majestic', 'impressive', 'beauty', 'serene', 'sacred' 등의 긍정적인 단어를 사용하여 사원의 웅장함, 아름다움, 평온함, 신성함을 강조하고 있습니다. 또한 방문객에게 감탄과 존경을 표하고 사진을 찍으라고 추천하는 내용으로 보아 긍정적인 감정을 표현하고 있습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
466,94,Chiangmai,5,Outside,Heritage,Watchediluang Varaviharn,O,40.0,1.24,Chiangmai,4.7,15024,Dimitra M,4,3 months ago,"Very nice and well kept temple. The old city pillar could be visited only by men properly dressed (not women or men dressed inappropriately as indicated on the sign). The remains of the old temple are very nice and impressive and the new temple is also nice. I visited it on the afternoon and the surrounding are peaceful so you can scroll around without crowds. The ticket costs 50baht and is one day ticket, meaning that you can visit the temple again the same day. Toilets are clean and well maintained.",positive,0.95,very_high,"nice, well kept, peaceful, clean, impressive","리뷰는 사원의 상태, 분위기, 편의시설에 대해 긍정적으로 평가하고 있으며, 'nice', 'well kept', 'peaceful', 'clean', 'impressive'와 같은 긍정적인 단어들을 사용하여 만족감을 표현하고 있습니다. 일부 특정 복장 규정 관련 언급이 있지만, 전체적인 맥락에서 긍정적인 경험을 강조하고 있습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
467,94,Chiangmai,5,Outside,Heritage,Watchediluang Varaviharn,O,40.0,1.24,Chiangmai,4.7,15024,Jack Chen,5,a month ago,The most important temple in Chiang Mai is no other. Beautiful temples and a big ancient pagoda with a nice elephant sculpture in it. Even broken a lot still can see the magnificent building. Also everywhere looks great and relaxing to stay for a break here,positive,0.95,very_high,"beautiful, magnificent, great, relaxing, nice","리뷰에서 'beautiful', 'magnificent', 'great', 'relaxing', 'nice'와 같은 긍정적인 단어들을 사용하여 사원에 대한 만족감과 감탄을 표현하고 있습니다. 치앙마이에서 가장 중요한 사원이라고 언급하며 추천 의사를 나타내고 있습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
468,94,Chiangmai,5,Outside,Heritage,Watchediluang Varaviharn,O,40.0,1.24,Chiangmai,4.7,15024,paul wyss,4,4 months ago,"An impressive place in the center of ChiangMai. The remains of the old temple are very impressive. It must have been a great temple at its time.
The new temple is nice in a modern design.
The only disappointment is the shrine of the city pillar, which does not allow women to enter.
The reason given is for me outdated, but I'm just a guest and respect the local custom, however hope that will be changed one day.",negative,0.85,high,"disappointment, women, enter, outdated, custom","전반적으로 장소에 대한 인상은 좋지만, 여성의 출입을 제한하는 도시 기둥 사당에 대한 실망감을 강하게 표현하고 있습니다. 'disappointment', 'outdated' 등의 단어에서 부정적인 감정을 확인할 수 있으며, 개선을 바라는 어조 또한 부정적인 감정에 힘을 싣습니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
469,94,Chiangmai,5,Outside,Heritage,Watchediluang Varaviharn,O,40.0,1.24,Chiangmai,4.7,15024,Karsten Frohwein,5,a month ago,If you are in Chiang Mai you have to go here. Its in town center anxways and easy to access. So beautiful temples to be seen here. Foreigners pay 50 THB entrance fee,positive,0.85,high,"beautiful temples, easy to access, Chiang Mai, go here, town center","리뷰에서 'have to go here', 'beautiful temples'와 같이 긍정적인 표현을 사용하고 있으며, 접근성도 좋다고 언급하여 전체적으로 긍정적인 감정을 나타내고 있습니다. 다만 입장료에 대한 언급은 중립적 정보 제공에 해당합니다.",,Thailand,Chiangmai,40.2,127.2,65,175,1.98,5.34,30,0.91,20,50,1.52
470,95,Christchurch,5,Inside,Museum,Canterbury Museum,X,0.0,0.0,Christchurch,4.6,5100,Dave Houlihan,5,a month ago,"Alright, check this out! There's this seriously cool, full-size wharenui that's popping up in Canterbury! Get this ? it's not made of wood, but totally crocheted by hand using get this... FIVE THOUSAND balls of super bright, colorful yarn! It's already been blowing minds all over New Zealand, and now it's our turn, Cantabrians! You gotta see this awesome mix of classic M?ori carving vibes but done up in neon wool. It's pretty epic!",positive,0.95,very_high,"cool, awesome, epic, blowing minds, seriously cool, bright, colorful, hand crocheted","The review uses overwhelmingly positive language to describe the wharenui.  Words like ""cool,"" ""awesome,"" ""epic,"" and ""blowing minds"" clearly indicate strong positive sentiment.  The description of the vibrant colors and the impressive scale (5000 balls of yarn) further reinforces the positive assessment.  The overall tone is enthusiastic and highly recommending.",2074.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
471,95,Christchurch,5,Inside,Museum,Canterbury Museum,X,0.0,0.0,Christchurch,4.6,5100,E S,5,a month ago,"Took a look around the small pop up they have until the main museum opens up again and it was a lovely discovery.

The marae was an exceptional treat.",positive,0.95,very_high,"lovely discovery, exceptional treat, lovely","The reviewer uses overwhelmingly positive language such as ""lovely discovery"" and ""exceptional treat"" to describe their experience.  The overall tone is enthusiastic and suggests a highly positive evaluation of the pop-up museum and the marae.",2075.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
472,95,Christchurch,5,Inside,Museum,Canterbury Museum,X,0.0,0.0,Christchurch,4.6,5100,Annie Yang,4,6 months ago,"This museum is a lovely place with excellent service. However, it is currently undergoing renovations and will not reopen until 2027 or 2029?I can’t recall the exact year. The exhibits feature incredibly detailed and unique pieces, especially for those who appreciate pottery. While it might not be worth a dedicated trip if you’re not a fan of this art form, its central location makes it convenient to visit if you’re nearby. Overall, it’s worth a look when it reopens.",positive,0.85,high,"lovely place, excellent service, incredibly detailed, unique pieces, convenient, worth a look","The review expresses positive sentiments about the museum's beauty, service, and unique exhibits.  While it mentions renovations causing temporary closure, this is framed as a minor inconvenience. The overall recommendation is positive, suggesting a visit upon reopening.  The mention of pottery as a niche interest slightly diminishes the overall positivity but the overwhelmingly positive descriptions outweigh this negative aspect.",2076.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
473,95,Christchurch,5,Inside,Museum,Canterbury Museum,X,0.0,0.0,Christchurch,4.6,5100,Samantha Plunkett,5,5 months ago,Had a brilliant time visiting the pop up museum and seeing the wharenui in person. What an absolute stunning piece ?? the staff were super friendly and loved to chat and help. They kept the exhibit running nice and smoothly. Was beautiful quiet place to reflect when I went (:,positive,0.95,very_high,"brilliant, stunning, super friendly, beautiful, quiet, loved","The review uses overwhelmingly positive language. Words like ""brilliant,"" ""stunning,"" ""super friendly,"" ""beautiful,"" and ""loved"" clearly indicate a highly positive experience.  The mention of a quiet place for reflection further enhances the positive sentiment. There are no negative remarks or criticisms present.",2077.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
474,95,Christchurch,5,Inside,Museum,Canterbury Museum,X,0.0,0.0,Christchurch,4.6,5100,Kurt Proctor,4,3 months ago,"Great free museum. Lots of cultural elements including historical artifacts from Antarctica exploration. Large are for rotating exhibits as well.
Not a big place, so it can easily be seen in conjunction with other sightseeing.",positive,0.95,very_high,"Great, free, Lots of cultural elements, historical artifacts, Large area, easily be seen","The review uses overwhelmingly positive language ('Great', 'Lots of').  The mention of 'free' adds to the positive sentiment.  While noting the museum's size, the reviewer frames it positively as a benefit ('easily be seen in conjunction with other sightseeing'), suggesting a convenient and enjoyable experience. The description of the museum's contents ('cultural elements', 'historical artifacts') further supports the positive assessment.",2078.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
475,96,Christchurch,5,Outside,Park,Christchurch Botanic Gardens,X,0.0,0.0,Christchurch,4.7,13791,"Hock Lye, Khaleel, CHAN",5,a month ago,"Christchurch Botanic Gardens is a must-visit attraction in the heart of the city, renowned for its beauty and diversity. The lush lawns, mature trees, and peaceful walking trails along the Avon River make it a perfect spot for a leisurely stroll, a picnic, or simply relaxing in nature.
The gardens are family-friendly, with amenities for all ages. Accessibility is excellent, featuring wheelchair-friendly paths, ample parking, and even mobility scooters available for use. Entrance is free.
With their outstanding beauty, variety, accessibility, and family-friendly amenities, the Christchurch Botanic Gardens are a top destination for both locals and visitors.",positive,0.95,very_high,"must-visit, beauty, diversity, lush lawns, mature trees, peaceful, perfect, family-friendly, excellent accessibility, wheelchair-friendly, ample parking, free entrance, top destination","The review overwhelmingly uses positive language to describe the Christchurch Botanic Gardens.  Words like ""must-visit,"" ""beauty,"" ""perfect,"" ""excellent accessibility,"" ""family-friendly,"" and ""top destination"" clearly indicate a highly positive sentiment. The detailed description of positive features further strengthens the positive assessment. There are no negative comments or criticisms present.",2084.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
476,96,Christchurch,5,Outside,Park,Christchurch Botanic Gardens,X,0.0,0.0,Christchurch,4.7,13791,Laura Carolina,5,in the last week,"Large area, filled with trees large and small, ponds, benches and special features, including a bandstand, Peace Bell, daffodil meadow, rose garden and flowering bushes. Lovely walk among the autumn colours. The river flows through it.
Also a caf?, gift/card shop with beautiful things, and an exhibition about plants and gardening.",positive,0.95,very_high,"Large area, trees, ponds, benches, bandstand, Peace Bell, daffodil meadow, rose garden, flowering bushes, Lovely walk, autumn colours, river, caf?, gift/card shop, beautiful things, exhibition","The review overwhelmingly uses positive language and describes numerous appealing features of the location.  Words like 'Lovely walk', 'beautiful things', and the detailed description of attractive natural and man-made elements strongly indicate a positive sentiment.  There are no negative comments or criticisms present.",2085.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
477,96,Christchurch,5,Outside,Park,Christchurch Botanic Gardens,X,0.0,0.0,Christchurch,4.7,13791,Sajeev Thomas,5,a month ago,"Spread over a large area, with the river Avon threading through it, the Christchurch Botanical gardens is a beauty to behold. There are multiple places of interest in the Gardens - the Rose Garden, Rock Garden, Azalea and Magnolia Garden,  and many Conservatories. The Dahlias next to the rose garden is another stunning place to visit. There is also a children's play area with swings and slides.
Birds are really friendly - birds that were spotted : Welcome Sparrow, Australian Magpie, Mallards, Sparrows, Canadian Goose etc.
Great place to spend half day if not a full day while you are in Christchurch - immerse in nature and the ever changing colours of the trees ..",positive,0.95,very_high,"beauty, stunning, great, friendly, immerse in nature, multiple places of interest, Rose Garden, Rock Garden, Azalea and Magnolia Garden, Conservatories, Dahlias, children's play area, birds","The review overwhelmingly uses positive language to describe the Christchurch Botanical Gardens.  Words like ""beauty,"" ""stunning,"" and ""great"" clearly indicate a positive sentiment. The detailed description of various attractions within the gardens, the mention of friendly birds, and the suggestion to spend a half or full day there further reinforces the positive assessment.  There are no negative comments or criticisms present.",2086.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
478,96,Christchurch,5,Outside,Park,Christchurch Botanic Gardens,X,0.0,0.0,Christchurch,4.7,13791,Wendy Law,5,4 months ago,"The Christchurch Botanic Gardens is easily one of the most beautiful gardens I’ve ever visited. It’s incredible to find such a peaceful, tranquil place right in the heart of the city. There are so many different types of flowers to admire, but the Rose Garden is definitely the highlight. The roses come in every color imaginable, and the fragrances are just amazing. It’s the kind of place where you can stroll for hours and still feel like you haven’t seen everything.

The Avon River flowing through the gardens adds so much to the relaxing atmosphere. You can watch people punting on gondolas or canoeing, which makes the whole experience feel like something out of a storybook. I also loved seeing the gardeners hard at work?one of my photos even captured them tending to the flowers, which explains why everything looks so perfect.

One really special spot in the gardens is the World Peace Bell, which is part of a global initiative promoting peace and harmony. It’s a beautiful symbol, made using coins donated by 106 countries.

There’s also a caf? that I didn’t get the chance to visit, but it looked lovely with lots of indoor plants integrated into the space. The gardens have been around since 1863, and it’s amazing to see how much history and care have gone into creating this stunning space. If you’re in Christchurch, don’t miss it?it’s such a gem!",positive,0.98,very_high,"beautiful, peaceful, tranquil, amazing, highlight, relaxing, lovely, stunning, gem, perfect, incredible, storybook","The review is overwhelmingly positive, using strong positive adjectives like ""beautiful,"" ""peaceful,"" ""amazing,"" and ""stunning"" to describe the Christchurch Botanic Gardens.  The author highlights many specific aspects they enjoyed, such as the Rose Garden, the Avon River, the World Peace Bell, and even the appearance of the cafe.  There are no negative comments or criticisms; instead, the review expresses enthusiastic praise and a strong recommendation to visit. The phrase 'such a gem' further emphasizes the overwhelmingly positive sentiment.",2087.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
479,96,Christchurch,5,Outside,Park,Christchurch Botanic Gardens,X,0.0,0.0,Christchurch,4.7,13791,John Winter,5,4 months ago,"Beautiful Gardens to take a stroll through if you visit Christchurch. Lots to see when walking through the well planned areas.

Very relaxing and peaceful and not far to walk from the city center, just a stroll along the path beside the river, follow it and it will take you to the entrance.",positive,0.95,very_high,"Beautiful, relaxing, peaceful, well planned, stroll, not far, city center","The review uses overwhelmingly positive language to describe the gardens.  Words like ""Beautiful,"" ""relaxing,"" and ""peaceful"" clearly indicate a positive sentiment.  The mention of the gardens being ""well planned"" and conveniently located ""not far from the city center"" further reinforces the positive assessment.  There are no negative comments or criticisms present.",2088.0,New Zealand,Christchurch,"1,426",412,15,32.5,8.97,19.44,3,1.79,30,8.5,5.08
